"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;88,5
;A Coruña;38,5
;Lugo;11,5
;Ourense;11,7
;Pontevedra;26,9
"Resto de servizos (90-99)"
;Galicia;90,1
;A Coruña;38,7
;Lugo;9,8
;Ourense;8,4
;Pontevedra;33,2
"Parados que busca 1º emprego"
;Galicia;21,2
;A Coruña;6,8
;Lugo;2,7
;Ourense;2,8
;Pontevedra;8,9
"Parados que levan máis dun ano sen traballar"
;Galicia;123,1
;A Coruña;44,4
;Lugo;10,5
;Ourense;13,4
;Pontevedra;54,9
"2013"
"Total"
;Galicia;1290,9
;A Coruña;543,0
;Lugo;158,0
;Ourense;136,6
;Pontevedra;453,3
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;60,3
;A Coruña;17,9
;Lugo;25,5
;Ourense;5,9
;Pontevedra;11,1
"Pesca e acuicltura (03)"
;Galicia;19,2
;A Coruña;7,2
;Lugo;0,9
;Ourense;0,0
;Pontevedra;11,1
"Industrias extractivas (05-09)"
;Galicia;4,8
;A Coruña;1,2
;Lugo;1,0
;Ourense;1,6
;Pontevedra;1,1
"Industria manufactureira (10-33)"
;Galicia;155,0
;A Coruña;56,8
;Lugo;12,8
;Ourense;16,4
;Pontevedra;68,9
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;10,8
;A Coruña;5,7
;Lugo;0,6
;Ourense;1,0
;Pontevedra;3,5
"Construción (41-43)"
;Galicia;85,5
;A Coruña;34,1
;Lugo;9,8
;Ourense;9,3
;Pontevedra;32,3
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;187,5
;A Coruña;80,1
;Lugo;21,7
;Ourense;20,9
;Pontevedra;64,8
"Transporte e almacenamento (49-53)"
;Galicia;49,9
;A Coruña;18,6
;Lugo;6,3
;Ourense;4,2
;Pontevedra;20,7
"Hostalaria (55, 56)"
;Galicia;90,3
;A Coruña;38,8
;Lugo;11,5
;Ourense;9,2
;Pontevedra;30,9
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;140,6
;A Coruña;73,5
;Lugo;10,8
;Ourense;10,6
;Pontevedra;45,7
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;77,3
;A Coruña;37,3
;Lugo;10,4
;Ourense;8,9
;Pontevedra;20,7
"Educación (85)"
;Galicia;70,7
;A Coruña;33,5
;Lugo;9,0
;Ourense;6,6
;Pontevedra;21,5
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;82,0
;A Coruña;35,4
;Lugo;10,3
;Ourense;11,3
;Pontevedra;24,9
"Resto de servizos (90-99)"
;Galicia;91,3
;A Coruña;40,3
;Lugo;9,8
;Ourense;9,6
;Pontevedra;31,6
"Parados que busca 1º emprego"
;Galicia;23,0
;A Coruña;8,2
;Lugo;3,0
;Ourense;3,3
;Pontevedra;8,4
"Parados que levan máis dun ano sen traballar"
;Galicia;142,7
;A Coruña;54,3
;Lugo;14,5
;Ourense;17,7
;Pontevedra;56,1
"2014"
"Total"
;Galicia;1273,9
;A Coruña;538,4
;Lugo;154,8
;Ourense;133,4
;Pontevedra;447,4
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;52,7
;A Coruña;15,6
;Lugo;21,6
;Ourense;5,2
;Pontevedra;10,2
"Pesca e acuicltura (03)"
;Galicia;18,6
;A Coruña;7,8
;Lugo;0,9
;Ourense;0,0
;Pontevedra;9,9
"Industrias extractivas (05-09)"
;Galicia;3,7
;A Coruña;1,1
;Lugo;0,7
;Ourense;1,1
;Pontevedra;0,8
"Industria manufactureira (10-33)"
;Galicia;156,7
;A Coruña;57,3
;Lugo;12,5
;Ourense;17,5
;Pontevedra;69,4
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;10,7
;A Coruña;4,8
;Lugo;1,0
;Ourense;1,1
;Pontevedra;3,9
"Construción (41-43)"
;Galicia;78,5
;A Coruña;32,7
;Lugo;8,3
;Ourense;9,7
;Pontevedra;27,9
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;183,6
;A Coruña;79,1
;Lugo;21,4
;Ourense;20,6
;Pontevedra;62,5
"Transporte e almacenamento (49-53)"
;Galicia;47,3
;A Coruña;19,1
;Lugo;5,6
;Ourense;4,0
;Pontevedra;18,5
"Hostalaria (55, 56)"
;Galicia;86,2
;A Coruña;37,8
;Lugo;10,3
;Ourense;8,1
;Pontevedra;30,0
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;142,2
;A Coruña;72,3
;Lugo;13,9
;Ourense;8,3
;Pontevedra;47,7
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;77,4
;A Coruña;34,1
;Lugo;10,8
;Ourense;11,7
;Pontevedra;20,9
"Educación (85)"
;Galicia;73,1
;A Coruña;33,7
;Lugo;7,8
;Ourense;8,0
;Pontevedra;23,6
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;87,7
;A Coruña;39,8
;Lugo;12,8
;Ourense;10,7
;Pontevedra;24,4
"Resto de servizos (90-99)"
;Galicia;86,3
;A Coruña;39,4
;Lugo;9,3
;Ourense;9,2
;Pontevedra;28,3
"Parados que busca 1º emprego"
;Galicia;25,4
;A Coruña;9,8
;Lugo;2,5
;Ourense;3,0
;Pontevedra;10,0
"Parados que levan máis dun ano sen traballar"
;Galicia;144,0
;A Coruña;53,9
;Lugo;15,5
;Ourense;15,2
;Pontevedra;59,4
"2015"
"Total"
;Galicia;1260,7
;A Coruña;532,7
;Lugo;154,9
;Ourense;133,4
;Pontevedra;439,8
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;48,5
;A Coruña;14,0
;Lugo;18,4
;Ourense;5,4
;Pontevedra;10,8
"Pesca e acuicltura (03)"
;Galicia;19,5
;A Coruña;8,6
;Lugo;1,0
;Ourense;0,0
;Pontevedra;9,9
"Industrias extractivas (05-09)"
;Galicia;4,8
;A Coruña;1,9
;Lugo;0,4
;Ourense;1,6
;Pontevedra;1,0
"Industria manufactureira (10-33)"
;Galicia;157,0
;A Coruña;59,7
;Lugo;13,0
;Ourense;16,9
;Pontevedra;67,4
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;11,2
;A Coruña;4,6
;Lugo;1,6
;Ourense;1,8
;Pontevedra;3,2
"Construción (41-43)"
;Galicia;82,3
;A Coruña;34,5
;Lugo;11,0
;Ourense;10,8
;Pontevedra;26,0
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;180,8
;A Coruña;79,9
;Lugo;20,4
;Ourense;18,3
;Pontevedra;62,2
"Transporte e almacenamento (49-53)"
;Galicia;49,4
;A Coruña;21,8
;Lugo;6,0
;Ourense;4,9
;Pontevedra;16,8
"Hostalaria (55, 56)"
;Galicia;79,6
;A Coruña;32,3
;Lugo;10,4
;Ourense;7,8
;Pontevedra;29,1
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;137,5
;A Coruña;67,3
;Lugo;13,5
;Ourense;9,1
;Pontevedra;47,5
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;76,4
;A Coruña;30,1
;Lugo;11,8
;Ourense;11,1
;Pontevedra;23,3
"Educación (85)"
;Galicia;78,9
;A Coruña;38,6
;Lugo;9,1
;Ourense;7,9
;Pontevedra;23,2
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;90,7
;A Coruña;39,9
;Lugo;13,4
;Ourense;11,8
;Pontevedra;25,5
"Resto de servizos (90-99)"
;Galicia;90,9
;A Coruña;40,9
;Lugo;10,1
;Ourense;8,9
;Pontevedra;31,0
"Parados que busca 1º emprego"
;Galicia;23,1
;A Coruña;9,1
;Lugo;2,7
;Ourense;3,0
;Pontevedra;8,3
"Parados que levan máis dun ano sen traballar"
;Galicia;130,2
;A Coruña;49,5
;Lugo;12,1
;Ourense;14,1
;Pontevedra;54,4
"2016"
"Total"
;Galicia;1256,1
;A Coruña;532,0
;Lugo;154,6
;Ourense;132,7
;Pontevedra;436,8
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;52,4
;A Coruña;15,3
;Lugo;19,1
;Ourense;7,2
;Pontevedra;10,8
"Pesca e acuicltura (03)"
;Galicia;23,4
;A Coruña;9,8
;Lugo;1,7
;Ourense;0,0
;Pontevedra;12,0
"Industrias extractivas (05-09)"
;Galicia;5,3
;A Coruña;1,3
;Lugo;0,5
;Ourense;2,4
;Pontevedra;1,2
"Industria manufactureira (10-33)"
;Galicia;158,7
;A Coruña;62,2
;Lugo;12,5
;Ourense;14,9
;Pontevedra;69,0
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;10,5
;A Coruña;4,8
;Lugo;1,5
;Ourense;1,7
;Pontevedra;2,5
"Construción (41-43)"
;Galicia;80,1
;A Coruña;33,1
;Lugo;12,2
;Ourense;8,3
;Pontevedra;26,5
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;179,6
;A Coruña;74,5
;Lugo;20,0
;Ourense;16,4
;Pontevedra;68,7
"Transporte e almacenamento (49-53)"
;Galicia;54,8
;A Coruña;26,1
;Lugo;5,8
;Ourense;4,4
;Pontevedra;18,5
"Hostalaria (55, 56)"
;Galicia;82,8
;A Coruña;32,7
;Lugo;11,7
;Ourense;7,2
;Pontevedra;31,2
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;141,3
;A Coruña;73,1
;Lugo;13,6
;Ourense;11,0
;Pontevedra;43,7
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;76,7
;A Coruña;29,9
;Lugo;10,8
;Ourense;12,6
;Pontevedra;23,4
"Educación (85)"
;Galicia;77,4
;A Coruña;39,2
;Lugo;8,5
;Ourense;9,2
;Pontevedra;20,4
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;94,4
;A Coruña;40,0
;Lugo;12,7
;Ourense;12,2
;Pontevedra;29,5
"Resto de servizos (90-99)"
;Galicia;89,6
;A Coruña;41,2
;Lugo;10,4
;Ourense;9,6
;Pontevedra;28,4
"Parados que busca 1º emprego"
;Galicia;19,4
;A Coruña;6,9
;Lugo;2,1
;Ourense;3,1
;Pontevedra;7,4
"Parados que levan máis dun ano sen traballar"
;Galicia;109,5
;A Coruña;42,0
;Lugo;11,4
;Ourense;12,4
;Pontevedra;43,7
"2017"
"Total"
;Galicia;1248,3
;A Coruña;530,7
;Lugo;152,1
;Ourense;131,2
;Pontevedra;434,3
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;59,4
;A Coruña;20,4
;Lugo;19,2
;Ourense;7,0
;Pontevedra;12,8
"Pesca e acuicltura (03)"
;Galicia;20,6
;A Coruña;9,2
;Lugo;1,2
;Ourense;0,0
;Pontevedra;10,3
"Industrias extractivas (05-09)"
;Galicia;6,1
;A Coruña;0,7
;Lugo;0,8
;Ourense;3,0
;Pontevedra;1,7
"Industria manufactureira (10-33)"
;Galicia;166,0
;A Coruña;67,7
;Lugo;13,3
;Ourense;14,2
;Pontevedra;70,8
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;11,6
;A Coruña;6,0
;Lugo;2,1
;Ourense;1,4
;Pontevedra;2,2
"Construción (41-43)"
;Galicia;72,0
;A Coruña;30,7
;Lugo;9,1
;Ourense;7,5
;Pontevedra;24,7
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;185,9
;A Coruña;77,4
;Lugo;21,9
;Ourense;19,0
;Pontevedra;67,6
"Transporte e almacenamento (49-53)"
;Galicia;49,8
;A Coruña;21,8
;Lugo;5,7
;Ourense;4,0
;Pontevedra;18,3
"Hostalaria (55, 56)"
;Galicia;89,3
;A Coruña;39,6
;Lugo;11,7
;Ourense;9,2
;Pontevedra;28,8
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;142,0
;A Coruña;67,7
;Lugo;14,3
;Ourense;13,0
;Pontevedra;46,9
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;77,5
;A Coruña;32,2
;Lugo;9,6
;Ourense;11,8
;Pontevedra;23,8
"Educación (85)"
;Galicia;73,9
;A Coruña;35,6
;Lugo;7,6
;Ourense;7,5
;Pontevedra;23,1
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;96,0
;A Coruña;39,8
;Lugo;14,5
;Ourense;11,6
;Pontevedra;30,1
"Resto de servizos (90-99)"
;Galicia;84,3
;A Coruña;38,2
;Lugo;10,4
;Ourense;8,9
;Pontevedra;26,9
"Parados que busca 1º emprego"
;Galicia;18,2
;A Coruña;7,0
;Lugo;1,3
;Ourense;2,1
;Pontevedra;7,8
"Parados que levan máis dun ano sen traballar"
;Galicia;95,5
;A Coruña;36,6
;Lugo;9,5
;Ourense;10,9
;Pontevedra;38,5
"2018"
"Total"
;Galicia;1243,5
;A Coruña;530,1
;Lugo;150,6
;Ourense;130,1
;Pontevedra;432,7
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;55,8
;A Coruña;18,7
;Lugo;18,3
;Ourense;5,8
;Pontevedra;13,1
"Pesca e acuicltura (03)"
;Galicia;16,7
;A Coruña;6,7
;Lugo;1,2
;Ourense;0,1
;Pontevedra;8,7
"Industrias extractivas (05-09)"
;Galicia;5,0
;A Coruña;1,1
;Lugo;0,4
;Ourense;1,9
;Pontevedra;1,6
"Industria manufactureira (10-33)"
;Galicia;165,5
;A Coruña;65,4
;Lugo;14,5
;Ourense;15,8
;Pontevedra;69,7
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;10,3
;A Coruña;5,6
;Lugo;0,9
;Ourense;0,9
;Pontevedra;2,9
"Construción (41-43)"
;Galicia;72,0
;A Coruña;30,9
;Lugo;8,9
;Ourense;8,8
;Pontevedra;23,4
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;190,8
;A Coruña;83,1
;Lugo;22,8
;Ourense;18,1
;Pontevedra;66,8
"Transporte e almacenamento (49-53)"
;Galicia;52,4
;A Coruña;23,0
;Lugo;7,0
;Ourense;5,4
;Pontevedra;17,1
"Hostalaria (55, 56)"
;Galicia;92,5
;A Coruña;37,2
;Lugo;10,7
;Ourense;10,8
;Pontevedra;33,7
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;155,9
;A Coruña;77,4
;Lugo;15,4
;Ourense;11,6
;Pontevedra;51,4
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;81,2
;A Coruña;37,2
;Lugo;10,0
;Ourense;13,3
;Pontevedra;20,7
"Educación (85)"
;Galicia;69,8
;A Coruña;31,7
;Lugo;8,1
;Ourense;6,4
;Pontevedra;23,6
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;101,6
;A Coruña;39,7
;Lugo;16,3
;Ourense;11,8
;Pontevedra;33,9
"Resto de servizos (90-99)"
;Galicia;84,1
;A Coruña;38,1
;Lugo;9,0
;Ourense;9,1
;Pontevedra;27,9
"Parados que busca 1º emprego"
;Galicia;16,1
;A Coruña;6,3
;Lugo;1,4
;Ourense;1,4
;Pontevedra;7,0
"Parados que levan máis dun ano sen traballar"
;Galicia;73,8
;A Coruña;28,1
;Lugo;5,7
;Ourense;8,9
;Pontevedra;31,1
"2019"
"Total"
;Galicia;1241,1
;A Coruña;0
;Lugo;147,8
;Ourense;128,5
;Pontevedra;433,7
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;54,0
;A Coruña;0
;Lugo;18,6
;Ourense;6,4
;Pontevedra;10,9
"Pesca e acuicltura (03)"
;Galicia;17,9
;A Coruña;0
;Lugo;1,3
;Ourense;0,0
;Pontevedra;10,8
"Industrias extractivas (05-09)"
;Galicia;4,8
;A Coruña;0
;Lugo;0,2
;Ourense;2,2
;Pontevedra;1,4
"Industria manufactureira (10-33)"
;Galicia;175,6
;A Coruña;0
;Lugo;16,3
;Ourense;16,7
;Pontevedra;75,4
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;10,9
;A Coruña;0
;Lugo;0,7
;Ourense;0,7
;Pontevedra;3,4
"Construción (41-43)"
;Galicia;74,3
;A Coruña;0
;Lugo;8,5
;Ourense;8,4
;Pontevedra;26,0
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;180,5
;A Coruña;0
;Lugo;22,9
;Ourense;16,4
;Pontevedra;66,3
"Transporte e almacenamento (49-53)"
;Galicia;51,5
;A Coruña;0
;Lugo;6,9
;Ourense;5,8
;Pontevedra;17,7
"Hostalaria (55, 56)"
;Galicia;95,0
;A Coruña;0
;Lugo;11,2
;Ourense;11,5
;Pontevedra;33,2
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;161,9
;A Coruña;0
;Lugo;13,6
;Ourense;10,0
;Pontevedra;54,1
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;73,6
;A Coruña;0
;Lugo;9,4
;Ourense;11,6
;Pontevedra;18,1
"Educación (85)"
;Galicia;72,1
;A Coruña;0
;Lugo;7,4
;Ourense;6,4
;Pontevedra;22,9
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;109,5
;A Coruña;0
;Lugo;15,8
;Ourense;13,8
;Pontevedra;34,7
"Resto de servizos (90-99)"
;Galicia;88,5
;A Coruña;0
;Lugo;8,7
;Ourense;10,3
;Pontevedra;28,2
"Parados que busca 1º emprego"
;Galicia;12,0
;A Coruña;0
;Lugo;1,3
;Ourense;2,0
;Pontevedra;5,2
"Parados que levan máis dun ano sen traballar"
;Galicia;59,1
;A Coruña;0
;Lugo;5,1
;Ourense;6,4
;Pontevedra;25,4
"2020"
"Total"
;Galicia;1220,9
;A Coruña;514,4
;Lugo;147,4
;Ourense;127,8
;Pontevedra;431,3
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;52,6
;A Coruña;17,9
;Lugo;19,0
;Ourense;5,8
;Pontevedra;9,9
"Pesca e acuicltura (03)"
;Galicia;20,8
;A Coruña;8,1
;Lugo;0,9
;Ourense;0,0
;Pontevedra;11,8
"Industrias extractivas (05-09)"
;Galicia;4,9
;A Coruña;1,3
;Lugo;0,3
;Ourense;2,0
;Pontevedra;1,2
"Industria manufactureira (10-33)"
;Galicia;177,2
;A Coruña;63,1
;Lugo;14,0
;Ourense;18,9
;Pontevedra;81,2
"Enerxía, subministro de auga e xestión de residuos (35-39)"
;Galicia;12,7
;A Coruña;7,0
;Lugo;1,6
;Ourense;0,6
;Pontevedra;3,5
"Construción (41-43)"
;Galicia;80,4
;A Coruña;37,5
;Lugo;8,5
;Ourense;8,8
;Pontevedra;25,6
"Comercio por xunto e ao retallo; reparación de vehículos de motor e motocicletas (45-47)"
;Galicia;172,9
;A Coruña;69,5
;Lugo;21,6
;Ourense;17,4
;Pontevedra;64,4
"Transporte e almacenamento (49-53)"
;Galicia;50,7
;A Coruña;21,1
;Lugo;7,6
;Ourense;4,8
;Pontevedra;17,2
"Hostalaria (55, 56)"
;Galicia;87,1
;A Coruña;35,8
;Lugo;10,6
;Ourense;10,5
;Pontevedra;30,2
"Actividades de información, financeiras, inmobiliarias e profesionais (58-82)"
;Galicia;154,5
;A Coruña;76,5
;Lugo;14,7
;Ourense;12,1
;Pontevedra;51,2
"Administración pública e defensa; seguranza social obrigatoria (84)"
;Galicia;71,3
;A Coruña;32,3
;Lugo;9,3
;Ourense;9,4
;Pontevedra;20,3
"Educación (85)"
;Galicia;76,3
;A Coruña;35,1
;Lugo;8,7
;Ourense;7,7
;Pontevedra;24,7
"Actividades sanitarias e de servizos sociais (86-88)"
;Galicia;110,2
;A Coruña;44,9
;Lugo;17,5
;Ourense;14,8
;Pontevedra;33,0
"Resto de servizos (90-99)"
;Galicia;84,8
;A Coruña;39,6
;Lugo;7,8
;Ourense;8,0
;Pontevedra;29,5
"Parados que busca 1º emprego"
;Galicia;9,9
;A Coruña;3,7
;Lugo;1,2
;Ourense;0,9
;Pontevedra;4,0
"Parados que levan máis dun ano sen traballar"
;Galicia;54,6
;A Coruña;20,9
;Lugo;4,2
;Ourense;5,8
;Pontevedra;23,8
"2021"
"Total"
;Galicia;1228,9
;A Coruña;512,1
;Lugo;150,2
;Ourense;129,5
;Pontevedra;437,1
"Agricultura, gandaría, caza e silvicultura (01, 02)"
;Galicia;50,9
;A Coruña;17,6
;Lugo;16,2
;Ourense;7,1
;Pontevedra;9,9
"Pesca e acuicltura (03)"
;Galicia;21,5
;A Coruña;9,5
;Lugo;1,1
;Ourense;0,0
;Pontevedra;10,9
"Industrias extractivas (05-09)"
;Galicia;4,0
;A Coruña;1,0
;Lugo;1,0
;Ourense;1,0
;Pontevedra;1,0
"Industria manufactureira (10-33)"
;Galicia;166,9
;A Coruña;57,3
