FAOcode,Area,Units,Country,Year,Catch,scientificname,English_name,Family,Order.or.higher.taxa,kingdom,phylum,class,order,family,genus,AphiaID
BIB,27.8.c,TLW,ES,2008,318,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.8.c,TLW,ES,2007,202.6,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.8.c,TLW,ES,2006,227.1,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2022,368.59,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2021,405.53,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2020,602.32,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2019,598.47,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2018,489.04,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2017,711.82,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2016,824.9,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2015,515.51,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2014,550.33,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2013,746.17,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2012,914.97,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2011,676.43,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2010,847.9,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2009,606.8,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2008,1061,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2007,520.7,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BIB,27.9.a,TLW,ES,2006,1214.7,Trisopterus luscus,Pouting(=Bib),GADIDAE,GADIFORMES,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Trisopterus,126445
BOG,27.8.c,TLW,ES,2022,2544.97,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2021,2033.42,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2020,2395.78,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2019,2018.39,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2018,3674.44,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2017,5369.49,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2016,9384.38,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2015,6766.73,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2014,7833.27,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2013,7218.1,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2012,9978.74,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2011,6306.88,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2010,1697,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2009,734.3,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2008,404,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2007,503.9,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.8.c,TLW,ES,2006,602.8,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2022,842.43,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2021,982.8,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2020,1313.91,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2019,926.49,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2018,1433.23,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2017,2078.78,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2016,3968.96,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2015,2029.83,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2014,3247.45,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2013,3538.8,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2012,3055.77,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2011,945.93,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2010,560.9,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2009,394.2,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2008,664,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2007,256.4,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BOG,27.9.a,TLW,ES,2006,398.2,Boops boops,Bogue,SPARIDAE,ACANTHURIFORMES,Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Boops,127047
BRF,27.8.c,TLW,ES,2022,82.81,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2021,86.2,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2020,82.19,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2019,88,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2018,108.6,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2017,184.85,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2016,244.3,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2015,302.66,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2014,365.1,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2013,850.26,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2012,571.26,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2011,308.14,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2010,71.7,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2009,49.2,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2008,26,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2007,27.1,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.8.c,TLW,ES,2006,16.5,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2022,64.38,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2021,67.83,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2020,69.63,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2019,69.5,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2018,61.57,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2017,94.08,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2016,103.03,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2015,109.32,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2014,156.53,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2013,190.17,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2012,187.38,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2011,118.54,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2010,60.1,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2009,43.8,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2008,34,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2007,37.8,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BRF,27.9.a,TLW,ES,2006,13.5,Helicolenus dactylopterus,Blackbelly rosefish,SCORPAENIDAE,PERCIFORMES (SCORPAENOIDEI),Animalia,Chordata,Teleostei,Perciformes,Sebastidae,Helicolenus,127251
BXD,27.8.c,TLW,ES,2022,10.69,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2021,12.5,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2020,11.36,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2019,16.94,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2018,7.88,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2017,8.51,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2016,18.84,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2015,3.66,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2014,2.14,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2013,5.54,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2012,3,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2011,74.33,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2010,28.4,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2009,18.1,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2008,10,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2007,7.4,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.8.c,TLW,ES,2006,10.3,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2022,2.4,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2021,4.05,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2020,3.56,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2019,5.41,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2018,5.48,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2017,4.04,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2016,4.97,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2015,0.38,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2014,1.58,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2013,2.29,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2012,0.41,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2011,9.45,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2010,12.4,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2009,29.2,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
BXD,27.9.a,TLW,ES,2008,25,Beryx decadactylus,Alfonsino,BERYCIDAE,BERYCIFORMES,Animalia,Chordata,Teleostei,Beryciformes,Berycidae,Beryx,126394
