"year","scientificname","total_tons"
2012,"hoplostethus atlanticus",166139
2012,"lamna nasus",159911
2012,"leucoraja circularis",564128
2012,"leucoraja fullonica",564134
2012,"leucoraja naevus",564143
2012,"macrourus berglax",165421
2012,"melanogrammus aeglefinus",329488
2012,"merlangius merlangus",494274
2012,"micromesistius poutassou",164774
2012,"microstomus kitt",172888
2012,"molva dypterygia",329522
2012,"molva molva",164760
2012,"mullus surmuletus",169418
2012,"mustelus spp",160226
2012,"nephrops norvegicus",97317
2012,"pagellus bogaraveo",169212
2012,"phycis blennoides",164751
2012,"pleuronectes platessa",1037412
2012,"raja brachyura",482640
2012,"raja clavata",643604
2012,"raja microocellata",321764
2012,"raja montagui",643532
2012,"raja undulata",160900
2012,"sardina pilchardus",161813
2012,"scophthalmus rhombus",172749
2012,"scyliorhinus canicula",320130
2012,"solea solea",1038012
2012,"sprattus sprattus",323578
2012,"squalus acanthias",160617
2012,"trachurus trachurus",337176
2013,"aphanopus carbo",172389
2013,"argentina silus",162064
2013,"beryx spp",166154
2013,"brosme brosme",164740
2013,"capros aper",166320
2013,"centrophorus squamosus",160635
2013,"cetorhinus maximus",159907
2013,"chelidonichthys cuculus",692071
2013,"clupea harengus",646888
2013,"coryphaenoides rupestris",330700
2013,"dalatias licha",160651
2013,"dicentrarchus labrax",340634
2013,"engraulis encrasicolus",161831
2013,"eutrigla gurnardus",167044
2013,"gadus morhua",494136
2013,"galeorhinus galeus",160181
2013,"galeus melastomus",160034
2013,"glyptocephalus cynoglossus",172873
2013,"hoplostethus atlanticus",166139
2013,"lamna nasus",159911
2013,"leucoraja circularis",564128
2013,"leucoraja fullonica",564134
2013,"leucoraja naevus",564143
2013,"macrourus berglax",165421
2013,"melanogrammus aeglefinus",329488
2013,"merlangius merlangus",494274
2013,"micromesistius poutassou",164774
2013,"microstomus kitt",172888
2013,"molva dypterygia",329522
2013,"molva molva",164760
2013,"mullus surmuletus",169418
2013,"mustelus spp",160226
2013,"nephrops norvegicus",97317
2013,"pagellus bogaraveo",169212
2013,"phycis blennoides",164751
2013,"pleuronectes platessa",1037412
2013,"raja brachyura",482640
2013,"raja clavata",643604
2013,"raja microocellata",321764
2013,"raja montagui",643532
2013,"raja undulata",160900
2013,"sardina pilchardus",161813
2013,"scophthalmus rhombus",172749
2013,"scyliorhinus canicula",320130
2013,"solea solea",1038012
2013,"sprattus sprattus",323578
2013,"squalus acanthias",160617
2013,"trachurus trachurus",337176
2014,"aphanopus carbo",172389
2014,"argentina silus",162064
2014,"beryx spp",166154
2014,"brosme brosme",164740
2014,"capros aper",166320
2014,"centrophorus squamosus",160635
2014,"cetorhinus maximus",159907
2014,"chelidonichthys cuculus",692071
2014,"clupea harengus",646888
2014,"coryphaenoides rupestris",330700
2014,"dalatias licha",160651
2014,"dicentrarchus labrax",340634
2014,"engraulis encrasicolus",161831
2014,"eutrigla gurnardus",167044
2014,"gadus morhua",494136
2014,"galeorhinus galeus",160181
2014,"galeus melastomus",160034
2014,"glyptocephalus cynoglossus",172873
2014,"hoplostethus atlanticus",166139
2014,"lamna nasus",159911
2014,"leucoraja circularis",564128
2014,"leucoraja fullonica",564134
2014,"leucoraja naevus",564143
2014,"macrourus berglax",165421
2014,"melanogrammus aeglefinus",329488
2014,"merlangius merlangus",494274
2014,"micromesistius poutassou",164774
2014,"microstomus kitt",172888
2014,"molva dypterygia",329522
2014,"molva molva",164760
2014,"mullus surmuletus",169418
2014,"mustelus spp",160226
2014,"nephrops norvegicus",97317
2014,"pagellus bogaraveo",169212
2014,"phycis blennoides",164751
2014,"pleuronectes platessa",1037412
2014,"raja brachyura",482640
2014,"raja clavata",643604
2014,"raja microocellata",321764
2014,"raja montagui",643532
2014,"raja undulata",160900
2014,"sardina pilchardus",161813
2014,"scophthalmus rhombus",172749
2014,"scyliorhinus canicula",320130
2014,"solea solea",1038012
2014,"sprattus sprattus",323578
2014,"squalus acanthias",160617
2014,"trachurus trachurus",337176
2015,"aphanopus carbo",172389
2015,"argentina silus",162064
2015,"beryx spp",166154
2015,"brosme brosme",164740
2015,"capros aper",166320
2015,"chelidonichthys cuculus",692071
2015,"clupea harengus",646888
2015,"coryphaenoides rupestris",330700
2015,"dicentrarchus labrax",340634
2015,"engraulis encrasicolus",161831
2015,"eutrigla gurnardus",167044
2015,"gadus morhua",494136
2015,"galeorhinus galeus",160181
2015,"galeus melastomus",160034
2015,"glyptocephalus cynoglossus",172873
2015,"leucoraja circularis",564128
2015,"leucoraja fullonica",564134
2015,"leucoraja naevus",564143
2015,"melanogrammus aeglefinus",329488
2015,"merlangius merlangus",494274
2015,"micromesistius poutassou",164774
2015,"microstomus kitt",172888
2015,"molva dypterygia",329522
2015,"molva molva",164760
2015,"mullus surmuletus",169418
2015,"mustelus spp",160226
2015,"nephrops norvegicus",97317
2015,"pagellus bogaraveo",169212
2015,"phycis blennoides",164751
2015,"pleuronectes platessa",1037412
2015,"raja brachyura",482640
2015,"raja clavata",643604
2015,"raja microocellata",321764
2015,"raja montagui",643532
2015,"raja undulata",160900
2015,"sardina pilchardus",161813
2015,"scophthalmus rhombus",172749
2015,"scyliorhinus canicula",320130
2015,"solea solea",1038012
2015,"sprattus sprattus",323578
2015,"squalus acanthias",160617
2015,"trachurus trachurus",337176
2016,"aphanopus carbo",172389
2016,"argentina silus",162064
2016,"beryx spp",166154
2016,"brosme brosme",164740
2016,"capros aper",166320
2016,"chelidonichthys cuculus",692071
2016,"clupea harengus",646888
2016,"coryphaenoides rupestris",330700
2016,"dicentrarchus labrax",340634
2016,"engraulis encrasicolus",161831
2016,"eutrigla gurnardus",167044
2016,"gadus morhua",494136
2016,"galeorhinus galeus",160181
2016,"galeus melastomus",160034
2016,"glyptocephalus cynoglossus",172873
2016,"melanogrammus aeglefinus",329488
2016,"merlangius merlangus",494274
2016,"micromesistius poutassou",164774
2016,"microstomus kitt",172888
2016,"molva dypterygia",329522
2016,"molva molva",164760
2016,"mullus surmuletus",169418
2016,"mustelus spp",160226
2016,"nephrops norvegicus",97317
2016,"pagellus bogaraveo",169212
2016,"phycis blennoides",164751
2016,"pleuronectes platessa",1037412
2016,"raja brachyura",160880
2016,"raja clavata",160901
2016,"raja montagui",160883
2016,"raja undulata",160900
2016,"sardina pilchardus",161813
2016,"scophthalmus rhombus",172749
2016,"scyliorhinus canicula",320130
2016,"solea solea",1038012
2016,"sprattus sprattus",323578
2016,"squalus acanthias",160617
2016,"trachurus trachurus",337176
2017,"aphanopus carbo",172389
2017,"beryx spp",166154
2017,"capros aper",166320
2017,"clupea harengus",646888
2017,"coryphaenoides rupestris",165350
2017,"dicentrarchus labrax",170317
2017,"engraulis encrasicolus",161831
2017,"eutrigla gurnardus",167044
2017,"gadus morhua",494136
2017,"melanogrammus aeglefinus",329488
2017,"merlangius merlangus",494274
2017,"micromesistius poutassou",164774
2017,"molva dypterygia",164761
2017,"pagellus bogaraveo",169212
2017,"phycis blennoides",164751
2017,"pleuronectes platessa",864510
2017,"raja undulata",160900
2017,"solea solea",865010
2017,"sprattus sprattus",161789
2017,"trachurus trachurus",168588
2018,"clupea harengus",646888
2018,"dicentrarchus labrax",170317
2018,"gadus morhua",164712
2018,"merlangius merlangus",164758
2018,"micromesistius poutassou",164774
2018,"molva dypterygia",164761
2018,"pleuronectes platessa",691608
2018,"solea solea",865010
