"year","scientificname","total_tons"
2007,"lepidorhombus whiffiagonis",172835
2007,"leucoraja naevus",1128286
2007,"lophius budegassa",164502
2007,"lophius piscatorius",164501
2007,"merlangius merlangus",164758
2007,"merluccius merluccius",164795
2007,"mullus surmuletus",169418
2007,"pleuronectes platessa",172902
2007,"pollachius pollachius",164728
2007,"raja brachyura",160880
2007,"raja clavata",160901
2007,"raja montagui",160883
2007,"sardina pilchardus",161813
2007,"scyliorhinus canicula",160065
2007,"solea solea",173002
2007,"trachurus trachurus",168588
2008,"dicentrarchus labrax",170317
2008,"engraulis encrasicolus",161831
2008,"galeus melastomus",160034
2008,"lepidorhombus boscii",172834
2008,"lepidorhombus whiffiagonis",172835
2008,"leucoraja naevus",1128286
2008,"lophius budegassa",164502
2008,"lophius piscatorius",164501
2008,"merlangius merlangus",164758
2008,"merluccius merluccius",164795
2008,"mullus surmuletus",169418
2008,"pleuronectes platessa",172902
2008,"pollachius pollachius",164728
2008,"raja brachyura",160880
2008,"raja clavata",160901
2008,"raja montagui",160883
2008,"sardina pilchardus",161813
2008,"scyliorhinus canicula",160065
2008,"solea solea",173002
2008,"trachurus trachurus",168588
2009,"dicentrarchus labrax",170317
2009,"engraulis encrasicolus",161831
2009,"galeus melastomus",160034
2009,"lepidorhombus boscii",172834
2009,"lepidorhombus whiffiagonis",172835
2009,"leucoraja naevus",1128286
2009,"lophius budegassa",164502
2009,"lophius piscatorius",164501
2009,"merlangius merlangus",164758
2009,"merluccius merluccius",164795
2009,"mullus surmuletus",169418
2009,"pleuronectes platessa",172902
2009,"pollachius pollachius",164728
2009,"raja brachyura",160880
2009,"raja clavata",160901
2009,"raja montagui",160883
2009,"sardina pilchardus",161813
2009,"scyliorhinus canicula",160065
2009,"solea solea",173002
2009,"trachurus trachurus",168588
2010,"dicentrarchus labrax",170317
2010,"engraulis encrasicolus",161831
2010,"galeus melastomus",160034
2010,"lepidorhombus boscii",172834
2010,"lepidorhombus whiffiagonis",172835
2010,"leucoraja naevus",1128286
2010,"lophius budegassa",164502
2010,"lophius piscatorius",164501
2010,"merlangius merlangus",164758
2010,"merluccius merluccius",164795
2010,"mullus surmuletus",169418
2010,"pleuronectes platessa",172902
2010,"pollachius pollachius",164728
2010,"raja brachyura",160880
2010,"raja clavata",160901
2010,"raja montagui",160883
2010,"sardina pilchardus",161813
2010,"scyliorhinus canicula",160065
2010,"solea solea",173002
2010,"trachurus trachurus",168588
2011,"dicentrarchus labrax",170317
2011,"engraulis encrasicolus",161831
2011,"galeus melastomus",160034
2011,"lepidorhombus boscii",172834
2011,"lepidorhombus whiffiagonis",172835
2011,"leucoraja naevus",1128286
2011,"lophius budegassa",164502
2011,"lophius piscatorius",164501
2011,"merlangius merlangus",164758
2011,"merluccius merluccius",164795
2011,"mullus surmuletus",169418
2011,"pleuronectes platessa",172902
2011,"pollachius pollachius",164728
2011,"raja brachyura",160880
2011,"raja clavata",160901
2011,"raja montagui",160883
2011,"sardina pilchardus",161813
2011,"scyliorhinus canicula",160065
2011,"solea solea",173002
2011,"trachurus trachurus",168588
2012,"dicentrarchus labrax",170317
2012,"engraulis encrasicolus",161831
2012,"galeus melastomus",160034
2012,"lepidorhombus boscii",172834
2012,"lepidorhombus whiffiagonis",172835
2012,"leucoraja naevus",1128286
2012,"lophius budegassa",164502
2012,"lophius piscatorius",164501
2012,"merlangius merlangus",164758
2012,"merluccius merluccius",164795
2012,"mullus surmuletus",169418
2012,"pleuronectes platessa",172902
2012,"pollachius pollachius",164728
2012,"raja brachyura",160880
2012,"raja clavata",160901
2012,"raja montagui",160883
2012,"sardina pilchardus",161813
2012,"scyliorhinus canicula",160065
2012,"trachurus trachurus",168588
2013,"dicentrarchus labrax",170317
2013,"engraulis encrasicolus",161831
2013,"galeus melastomus",160034
2013,"lepidorhombus boscii",172834
2013,"lepidorhombus whiffiagonis",172835
2013,"leucoraja naevus",1128286
2013,"lophius budegassa",164502
2013,"lophius piscatorius",164501
2013,"merlangius merlangus",164758
2013,"merluccius merluccius",164795
2013,"mullus surmuletus",169418
2013,"pleuronectes platessa",172902
2013,"pollachius pollachius",164728
2013,"raja brachyura",160880
2013,"raja clavata",160901
2013,"raja montagui",160883
2013,"sardina pilchardus",161813
2013,"scyliorhinus canicula",160065
2013,"trachurus trachurus",168588
2014,"dicentrarchus labrax",170317
2014,"engraulis encrasicolus",161831
2014,"galeus melastomus",160034
2014,"lepidorhombus boscii",172834
2014,"lepidorhombus whiffiagonis",172835
2014,"leucoraja naevus",1128286
2014,"lophius budegassa",164502
2014,"lophius piscatorius",164501
2014,"merlangius merlangus",164758
2014,"merluccius merluccius",164795
2014,"mullus surmuletus",169418
2014,"pleuronectes platessa",172902
2014,"pollachius pollachius",164728
2014,"raja brachyura",160880
2014,"raja clavata",160901
2014,"raja montagui",160883
2014,"sardina pilchardus",161813
2014,"scyliorhinus canicula",160065
2014,"trachurus trachurus",168588
2015,"dicentrarchus labrax",170317
2015,"engraulis encrasicolus",161831
2015,"galeus melastomus",160034
2015,"lepidorhombus boscii",172834
2015,"lepidorhombus whiffiagonis",172835
2015,"leucoraja naevus",1128286
2015,"lophius budegassa",164502
2015,"lophius piscatorius",164501
2015,"merlangius merlangus",164758
2015,"merluccius merluccius",164795
2015,"mullus surmuletus",169418
2015,"pleuronectes platessa",172902
2015,"pollachius pollachius",164728
2015,"raja brachyura",160880
2015,"raja clavata",160901
2015,"raja montagui",160883
2015,"sardina pilchardus",161813
2015,"scyliorhinus canicula",160065
2015,"trachurus trachurus",168588
2016,"dicentrarchus labrax",170317
2016,"engraulis encrasicolus",161831
2016,"galeus melastomus",160034
2016,"lepidorhombus boscii",172834
2016,"lepidorhombus whiffiagonis",172835
2016,"lophius budegassa",164502
2016,"lophius piscatorius",164501
2016,"merluccius merluccius",164795
2016,"mullus surmuletus",169418
2016,"pleuronectes platessa",172902
2016,"sardina pilchardus",161813
2016,"scyliorhinus canicula",160065
2016,"trachurus trachurus",168588
2017,"engraulis encrasicolus",161831
2017,"lepidorhombus boscii",172834
2017,"lepidorhombus whiffiagonis",172835
2017,"lophius budegassa",164502
2017,"lophius piscatorius",164501
2017,"merluccius merluccius",164795
2017,"sardina pilchardus",161813
2017,"trachurus trachurus",168588
2018,"engraulis encrasicolus",161831
2018,"lepidorhombus boscii",172834
2018,"lepidorhombus whiffiagonis",172835
2018,"lophius budegassa",164502
2018,"lophius piscatorius",164501
2018,"merluccius merluccius",164795
2018,"sardina pilchardus",161813
2018,"trachurus trachurus",168588
